"ppt","ProbeType","Condition","SetSize","TestChange","RespChange","Ntrials"
25,"SingleProbe","Binding",4,0,7,18
25,"SingleProbe","Binding",4,1,8,18
25,"SingleProbe","Binding",6,0,8,18
25,"SingleProbe","Binding",6,1,7,18
25,"SingleProbe","Colour",4,0,6,18
25,"SingleProbe","Colour",4,1,17,18
25,"SingleProbe","Colour",6,0,4,18
25,"SingleProbe","Colour",6,1,14,18
25,"SingleProbe","Shape",4,0,3,18
25,"SingleProbe","Shape",4,1,12,18
25,"SingleProbe","Shape",6,0,3,18
25,"SingleProbe","Shape",6,1,9,18
25,"WholeDisplay","Binding",4,0,4,18
25,"WholeDisplay","Binding",4,1,10,18
25,"WholeDisplay","Binding",6,0,5,18
25,"WholeDisplay","Binding",6,1,10,18
25,"WholeDisplay","Colour",4,0,4,18
25,"WholeDisplay","Colour",4,1,14,18
25,"WholeDisplay","Colour",6,0,3,18
25,"WholeDisplay","Colour",6,1,11,18
25,"WholeDisplay","Shape",4,0,5,18
25,"WholeDisplay","Shape",4,1,14,18
25,"WholeDisplay","Shape",6,0,5,18
25,"WholeDisplay","Shape",6,1,7,18
26,"SingleProbe","Binding",4,0,7,18
26,"SingleProbe","Binding",4,1,12,18
26,"SingleProbe","Binding",6,0,8,18
26,"SingleProbe","Binding",6,1,15,18
26,"SingleProbe","Colour",4,0,2,18
26,"SingleProbe","Colour",4,1,16,18
26,"SingleProbe","Colour",6,0,2,18
26,"SingleProbe","Colour",6,1,16,18
26,"SingleProbe","Shape",4,0,4,18
26,"SingleProbe","Shape",4,1,15,18
26,"SingleProbe","Shape",6,0,2,18
26,"SingleProbe","Shape",6,1,11,18
26,"WholeDisplay","Binding",4,0,4,18
26,"WholeDisplay","Binding",4,1,11,18
26,"WholeDisplay","Binding",6,0,5,18
26,"WholeDisplay","Binding",6,1,9,18
26,"WholeDisplay","Colour",4,0,3,18
26,"WholeDisplay","Colour",4,1,18,18
26,"WholeDisplay","Colour",6,0,4,18
26,"WholeDisplay","Colour",6,1,15,18
26,"WholeDisplay","Shape",4,0,4,18
26,"WholeDisplay","Shape",4,1,15,18
26,"WholeDisplay","Shape",6,0,5,18
26,"WholeDisplay","Shape",6,1,13,18
27,"SingleProbe","Binding",4,0,3,18
27,"SingleProbe","Binding",4,1,12,18
27,"SingleProbe","Binding",6,0,12,18
27,"SingleProbe","Binding",6,1,13,18
27,"SingleProbe","Colour",4,0,5,18
27,"SingleProbe","Colour",4,1,16,18
27,"SingleProbe","Colour",6,0,6,18
27,"SingleProbe","Colour",6,1,15,18
27,"SingleProbe","Shape",4,0,4,18
27,"SingleProbe","Shape",4,1,14,18
27,"SingleProbe","Shape",6,0,2,18
27,"SingleProbe","Shape",6,1,17,18
27,"WholeDisplay","Binding",4,0,6,18
27,"WholeDisplay","Binding",4,1,9,18
27,"WholeDisplay","Binding",6,0,2,18
27,"WholeDisplay","Binding",6,1,7,18
27,"WholeDisplay","Colour",4,0,0,18
27,"WholeDisplay","Colour",4,1,16,18
27,"WholeDisplay","Colour",6,0,0,18
27,"WholeDisplay","Colour",6,1,15,18
27,"WholeDisplay","Shape",4,0,3,18
27,"WholeDisplay","Shape",4,1,15,18
27,"WholeDisplay","Shape",6,0,1,18
27,"WholeDisplay","Shape",6,1,15,18
28,"SingleProbe","Binding",4,0,4,18
28,"SingleProbe","Binding",4,1,15,18
28,"SingleProbe","Binding",6,0,6,18
28,"SingleProbe","Binding",6,1,15,18
28,"SingleProbe","Colour",4,0,4,18
28,"SingleProbe","Colour",4,1,17,18
28,"SingleProbe","Colour",6,0,6,18
28,"SingleProbe","Colour",6,1,16,18
28,"SingleProbe","Shape",4,0,4,18
28,"SingleProbe","Shape",4,1,12,18
28,"SingleProbe","Shape",6,0,6,18
28,"SingleProbe","Shape",6,1,14,18
28,"WholeDisplay","Binding",4,0,3,18
28,"WholeDisplay","Binding",4,1,12,18
28,"WholeDisplay","Binding",6,0,1,18
28,"WholeDisplay","Binding",6,1,11,18
28,"WholeDisplay","Colour",4,0,0,18
28,"WholeDisplay","Colour",4,1,18,18
28,"WholeDisplay","Colour",6,0,0,18
28,"WholeDisplay","Colour",6,1,18,18
28,"WholeDisplay","Shape",4,0,3,18
28,"WholeDisplay","Shape",4,1,16,18
28,"WholeDisplay","Shape",6,0,4,18
28,"WholeDisplay","Shape",6,1,8,18
29,"SingleProbe","Binding",4,0,5,18
29,"SingleProbe","Binding",4,1,14,18
29,"SingleProbe","Binding",6,0,3,18
29,"SingleProbe","Binding",6,1,11,18
29,"SingleProbe","Colour",4,0,5,18
29,"SingleProbe","Colour",4,1,15,18
29,"SingleProbe","Colour",6,0,7,18
29,"SingleProbe","Colour",6,1,13,18
29,"SingleProbe","Shape",4,0,4,18
29,"SingleProbe","Shape",4,1,16,18
29,"SingleProbe","Shape",6,0,9,18
29,"SingleProbe","Shape",6,1,15,18
29,"WholeDisplay","Binding",4,0,2,18
29,"WholeDisplay","Binding",4,1,13,18
29,"WholeDisplay","Binding",6,0,6,18
29,"WholeDisplay","Binding",6,1,16,18
29,"WholeDisplay","Colour",4,0,6,18
29,"WholeDisplay","Colour",4,1,16,18
29,"WholeDisplay","Colour",6,0,5,18
29,"WholeDisplay","Colour",6,1,10,18
29,"WholeDisplay","Shape",4,0,2,18
29,"WholeDisplay","Shape",4,1,15,18
29,"WholeDisplay","Shape",6,0,3,18
29,"WholeDisplay","Shape",6,1,11,18
30,"SingleProbe","Binding",4,0,8,18
30,"SingleProbe","Binding",4,1,14,18
30,"SingleProbe","Binding",6,0,8,18
30,"SingleProbe","Binding",6,1,11,18
30,"SingleProbe","Colour",4,0,6,18
30,"SingleProbe","Colour",4,1,15,18
30,"SingleProbe","Colour",6,0,9,18
30,"SingleProbe","Colour",6,1,17,18
30,"SingleProbe","Shape",4,0,6,18
30,"SingleProbe","Shape",4,1,11,18
30,"SingleProbe","Shape",6,0,6,18
30,"SingleProbe","Shape",6,1,13,18
30,"WholeDisplay","Binding",4,0,6,18
30,"WholeDisplay","Binding",4,1,12,18
30,"WholeDisplay","Binding",6,0,9,18
30,"WholeDisplay","Binding",6,1,6,18
30,"WholeDisplay","Colour",4,0,4,18
30,"WholeDisplay","Colour",4,1,14,18
30,"WholeDisplay","Colour",6,0,7,18
30,"WholeDisplay","Colour",6,1,9,18
30,"WholeDisplay","Shape",4,0,6,18
30,"WholeDisplay","Shape",4,1,11,18
30,"WholeDisplay","Shape",6,0,3,18
30,"WholeDisplay","Shape",6,1,5,18
31,"SingleProbe","Binding",4,0,8,18
31,"SingleProbe","Binding",4,1,13,18
31,"SingleProbe","Binding",6,0,9,18
31,"SingleProbe","Binding",6,1,14,18
31,"SingleProbe","Colour",4,0,8,18
31,"SingleProbe","Colour",4,1,17,18
31,"SingleProbe","Colour",6,0,9,18
31,"SingleProbe","Colour",6,1,16,18
31,"SingleProbe","Shape",4,0,2,18
31,"SingleProbe","Shape",4,1,10,18
31,"SingleProbe","Shape",6,0,1,18
31,"SingleProbe","Shape",6,1,8,18
31,"WholeDisplay","Binding",4,0,3,18
31,"WholeDisplay","Binding",4,1,9,18
31,"WholeDisplay","Binding",6,0,2,18
31,"WholeDisplay","Binding",6,1,10,18
31,"WholeDisplay","Colour",4,0,3,18
31,"WholeDisplay","Colour",4,1,11,18
31,"WholeDisplay","Colour",6,0,0,18
31,"WholeDisplay","Colour",6,1,6,18
31,"WholeDisplay","Shape",4,0,1,18
31,"WholeDisplay","Shape",4,1,17,18
31,"WholeDisplay","Shape",6,0,2,18
31,"WholeDisplay","Shape",6,1,4,18
32,"SingleProbe","Binding",4,0,4,18
32,"SingleProbe","Binding",4,1,11,18
32,"SingleProbe","Binding",6,0,8,18
32,"SingleProbe","Binding",6,1,16,18
32,"SingleProbe","Colour",4,0,8,18
32,"SingleProbe","Colour",4,1,16,18
32,"SingleProbe","Colour",6,0,10,18
32,"SingleProbe","Colour",6,1,17,18
32,"SingleProbe","Shape",4,0,4,18
32,"SingleProbe","Shape",4,1,16,18
32,"SingleProbe","Shape",6,0,7,18
32,"SingleProbe","Shape",6,1,16,18
32,"WholeDisplay","Binding",4,0,3,18
32,"WholeDisplay","Binding",4,1,11,18
32,"WholeDisplay","Binding",6,0,7,18
32,"WholeDisplay","Binding",6,1,11,18
32,"WholeDisplay","Colour",4,0,3,18
32,"WholeDisplay","Colour",4,1,15,18
32,"WholeDisplay","Colour",6,0,3,18
32,"WholeDisplay","Colour",6,1,11,18
32,"WholeDisplay","Shape",4,0,5,18
32,"WholeDisplay","Shape",4,1,15,18
32,"WholeDisplay","Shape",6,0,2,18
32,"WholeDisplay","Shape",6,1,10,18
33,"SingleProbe","Binding",4,0,2,18
33,"SingleProbe","Binding",4,1,16,18
33,"SingleProbe","Binding",6,0,0,18
33,"SingleProbe","Binding",6,1,14,18
33,"SingleProbe","Colour",4,0,7,18
33,"SingleProbe","Colour",4,1,15,18
33,"SingleProbe","Colour",6,0,4,18
33,"SingleProbe","Colour",6,1,16,18
33,"SingleProbe","Shape",4,0,2,18
33,"SingleProbe","Shape",4,1,11,18
33,"SingleProbe","Shape",6,0,2,18
33,"SingleProbe","Shape",6,1,5,18
33,"WholeDisplay","Binding",4,0,0,18
33,"WholeDisplay","Binding",4,1,12,18
33,"WholeDisplay","Binding",6,0,3,18
33,"WholeDisplay","Binding",6,1,7,18
33,"WholeDisplay","Colour",4,0,1,18
33,"WholeDisplay","Colour",4,1,15,18
33,"WholeDisplay","Colour",6,0,0,18
33,"WholeDisplay","Colour",6,1,15,18
33,"WholeDisplay","Shape",4,0,1,18
33,"WholeDisplay","Shape",4,1,15,18
33,"WholeDisplay","Shape",6,0,0,18
33,"WholeDisplay","Shape",6,1,13,18
34,"SingleProbe","Binding",4,0,4,18
34,"SingleProbe","Binding",4,1,13,18
34,"SingleProbe","Binding",6,0,7,18
34,"SingleProbe","Binding",6,1,11,18
34,"SingleProbe","Colour",4,0,4,18
34,"SingleProbe","Colour",4,1,15,18
34,"SingleProbe","Colour",6,0,5,18
34,"SingleProbe","Colour",6,1,13,18
34,"SingleProbe","Shape",4,0,4,18
34,"SingleProbe","Shape",4,1,16,18
34,"SingleProbe","Shape",6,0,2,18
34,"SingleProbe","Shape",6,1,13,18
34,"WholeDisplay","Binding",4,0,2,18
34,"WholeDisplay","Binding",4,1,11,18
34,"WholeDisplay","Binding",6,0,1,18
34,"WholeDisplay","Binding",6,1,8,18
34,"WholeDisplay","Colour",4,0,1,18
34,"WholeDisplay","Colour",4,1,18,18
34,"WholeDisplay","Colour",6,0,0,18
34,"WholeDisplay","Colour",6,1,13,18
34,"WholeDisplay","Shape",4,0,1,18
34,"WholeDisplay","Shape",4,1,18,18
34,"WholeDisplay","Shape",6,0,0,18
34,"WholeDisplay","Shape",6,1,12,18
35,"SingleProbe","Binding",4,0,2,18
35,"SingleProbe","Binding",4,1,15,18
35,"SingleProbe","Binding",6,0,2,18
35,"SingleProbe","Binding",6,1,11,18
35,"SingleProbe","Colour",4,0,0,18
35,"SingleProbe","Colour",4,1,18,18
35,"SingleProbe","Colour",6,0,6,18
35,"SingleProbe","Colour",6,1,16,18
35,"SingleProbe","Shape",4,0,5,18
35,"SingleProbe","Shape",4,1,14,18
35,"SingleProbe","Shape",6,0,6,18
35,"SingleProbe","Shape",6,1,9,18
35,"WholeDisplay","Binding",4,0,5,18
35,"WholeDisplay","Binding",4,1,15,18
35,"WholeDisplay","Binding",6,0,6,18
35,"WholeDisplay","Binding",6,1,5,18
35,"WholeDisplay","Colour",4,0,4,18
35,"WholeDisplay","Colour",4,1,17,18
35,"WholeDisplay","Colour",6,0,7,18
35,"WholeDisplay","Colour",6,1,14,18
35,"WholeDisplay","Shape",4,0,5,18
35,"WholeDisplay","Shape",4,1,14,18
35,"WholeDisplay","Shape",6,0,6,18
35,"WholeDisplay","Shape",6,1,12,18
36,"SingleProbe","Binding",4,0,7,18
36,"SingleProbe","Binding",4,1,15,18
36,"SingleProbe","Binding",6,0,10,18
36,"SingleProbe","Binding",6,1,12,18
36,"SingleProbe","Colour",4,0,4,18
36,"SingleProbe","Colour",4,1,18,18
36,"SingleProbe","Colour",6,0,10,18
36,"SingleProbe","Colour",6,1,18,18
36,"SingleProbe","Shape",4,0,4,18
36,"SingleProbe","Shape",4,1,12,18
36,"SingleProbe","Shape",6,0,6,18
36,"SingleProbe","Shape",6,1,6,18
36,"WholeDisplay","Binding",4,0,4,18
36,"WholeDisplay","Binding",4,1,10,18
36,"WholeDisplay","Binding",6,0,5,18
36,"WholeDisplay","Binding",6,1,2,18
36,"WholeDisplay","Colour",4,0,0,18
36,"WholeDisplay","Colour",4,1,16,18
36,"WholeDisplay","Colour",6,0,4,18
36,"WholeDisplay","Colour",6,1,12,18
36,"WholeDisplay","Shape",4,0,2,18
36,"WholeDisplay","Shape",4,1,17,18
36,"WholeDisplay","Shape",6,0,2,18
36,"WholeDisplay","Shape",6,1,14,18
37,"SingleProbe","Binding",4,0,2,18
37,"SingleProbe","Binding",4,1,15,18
37,"SingleProbe","Binding",6,0,5,18
37,"SingleProbe","Binding",6,1,13,18
37,"SingleProbe","Colour",4,0,5,18
37,"SingleProbe","Colour",4,1,18,18
37,"SingleProbe","Colour",6,0,8,18
37,"SingleProbe","Colour",6,1,13,18
37,"SingleProbe","Shape",4,0,4,18
37,"SingleProbe","Shape",4,1,10,18
37,"SingleProbe","Shape",6,0,2,18
37,"SingleProbe","Shape",6,1,10,18
37,"WholeDisplay","Binding",4,0,10,18
37,"WholeDisplay","Binding",4,1,8,18
37,"WholeDisplay","Binding",6,0,4,18
37,"WholeDisplay","Binding",6,1,11,18
37,"WholeDisplay","Colour",4,0,7,18
37,"WholeDisplay","Colour",4,1,15,18
37,"WholeDisplay","Colour",6,0,3,18
37,"WholeDisplay","Colour",6,1,11,18
37,"WholeDisplay","Shape",4,0,2,18
37,"WholeDisplay","Shape",4,1,14,18
37,"WholeDisplay","Shape",6,0,4,18
37,"WholeDisplay","Shape",6,1,6,18
38,"SingleProbe","Binding",4,0,6,18
38,"SingleProbe","Binding",4,1,14,18
38,"SingleProbe","Binding",6,0,6,18
38,"SingleProbe","Binding",6,1,10,18
38,"SingleProbe","Colour",4,0,8,18
38,"SingleProbe","Colour",4,1,15,18
38,"SingleProbe","Colour",6,0,6,18
38,"SingleProbe","Colour",6,1,11,18
38,"SingleProbe","Shape",4,0,7,18
38,"SingleProbe","Shape",4,1,9,18
38,"SingleProbe","Shape",6,0,5,18
38,"SingleProbe","Shape",6,1,8,18
38,"WholeDisplay","Binding",4,0,4,18
38,"WholeDisplay","Binding",4,1,13,18
38,"WholeDisplay","Binding",6,0,3,18
38,"WholeDisplay","Binding",6,1,12,18
38,"WholeDisplay","Colour",4,0,4,18
38,"WholeDisplay","Colour",4,1,12,18
38,"WholeDisplay","Colour",6,0,1,18
38,"WholeDisplay","Colour",6,1,9,18
38,"WholeDisplay","Shape",4,0,3,18
38,"WholeDisplay","Shape",4,1,14,18
38,"WholeDisplay","Shape",6,0,2,18
38,"WholeDisplay","Shape",6,1,10,18
39,"SingleProbe","Binding",4,0,2,18
39,"SingleProbe","Binding",4,1,7,18
39,"SingleProbe","Binding",6,0,3,18
39,"SingleProbe","Binding",6,1,15,18
39,"SingleProbe","Colour",4,0,4,18
39,"SingleProbe","Colour",4,1,16,18
39,"SingleProbe","Colour",6,0,4,18
39,"SingleProbe","Colour",6,1,16,18
39,"SingleProbe","Shape",4,0,1,18
39,"SingleProbe","Shape",4,1,14,18
39,"SingleProbe","Shape",6,0,2,18
39,"SingleProbe","Shape",6,1,12,18
39,"WholeDisplay","Binding",4,0,5,18
39,"WholeDisplay","Binding",4,1,9,18
39,"WholeDisplay","Binding",6,0,4,18
39,"WholeDisplay","Binding",6,1,9,18
39,"WholeDisplay","Colour",4,0,3,18
39,"WholeDisplay","Colour",4,1,16,18
39,"WholeDisplay","Colour",6,0,2,18
39,"WholeDisplay","Colour",6,1,7,18
39,"WholeDisplay","Shape",4,0,3,18
39,"WholeDisplay","Shape",4,1,17,18
39,"WholeDisplay","Shape",6,0,8,18
39,"WholeDisplay","Shape",6,1,10,18
40,"SingleProbe","Binding",4,0,6,18
40,"SingleProbe","Binding",4,1,14,18
40,"SingleProbe","Binding",6,0,9,18
40,"SingleProbe","Binding",6,1,15,18
40,"SingleProbe","Colour",4,0,7,18
40,"SingleProbe","Colour",4,1,16,18
40,"SingleProbe","Colour",6,0,8,18
40,"SingleProbe","Colour",6,1,13,18
40,"SingleProbe","Shape",4,0,6,18
40,"SingleProbe","Shape",4,1,15,18
40,"SingleProbe","Shape",6,0,3,18
40,"SingleProbe","Shape",6,1,12,18
40,"WholeDisplay","Binding",4,0,5,18
40,"WholeDisplay","Binding",4,1,11,18
40,"WholeDisplay","Binding",6,0,6,18
40,"WholeDisplay","Binding",6,1,8,18
40,"WholeDisplay","Colour",4,0,1,18
40,"WholeDisplay","Colour",4,1,15,18
40,"WholeDisplay","Colour",6,0,2,18
40,"WholeDisplay","Colour",6,1,13,18
40,"WholeDisplay","Shape",4,0,4,18
40,"WholeDisplay","Shape",4,1,18,18
40,"WholeDisplay","Shape",6,0,2,18
40,"WholeDisplay","Shape",6,1,11,18
41,"SingleProbe","Binding",4,0,10,18
41,"SingleProbe","Binding",4,1,11,18
41,"SingleProbe","Binding",6,0,14,18
41,"SingleProbe","Binding",6,1,14,18
41,"SingleProbe","Colour",4,0,9,18
41,"SingleProbe","Colour",4,1,17,18
41,"SingleProbe","Colour",6,0,9,18
41,"SingleProbe","Colour",6,1,13,18
41,"SingleProbe","Shape",4,0,5,18
41,"SingleProbe","Shape",4,1,15,18
41,"SingleProbe","Shape",6,0,4,18
41,"SingleProbe","Shape",6,1,8,18
41,"WholeDisplay","Binding",4,0,4,18
41,"WholeDisplay","Binding",4,1,13,18
41,"WholeDisplay","Binding",6,0,4,18
41,"WholeDisplay","Binding",6,1,9,18
41,"WholeDisplay","Colour",4,0,3,18
41,"WholeDisplay","Colour",4,1,16,18
41,"WholeDisplay","Colour",6,0,5,18
41,"WholeDisplay","Colour",6,1,11,18
41,"WholeDisplay","Shape",4,0,0,18
41,"WholeDisplay","Shape",4,1,16,18
41,"WholeDisplay","Shape",6,0,3,18
41,"WholeDisplay","Shape",6,1,10,18
42,"SingleProbe","Binding",4,0,5,18
42,"SingleProbe","Binding",4,1,9,18
42,"SingleProbe","Binding",6,0,9,18
42,"SingleProbe","Binding",6,1,14,18
42,"SingleProbe","Colour",4,0,5,18
42,"SingleProbe","Colour",4,1,14,18
42,"SingleProbe","Colour",6,0,8,18
42,"SingleProbe","Colour",6,1,17,18
42,"SingleProbe","Shape",4,0,4,18
42,"SingleProbe","Shape",4,1,11,18
42,"SingleProbe","Shape",6,0,5,18
42,"SingleProbe","Shape",6,1,8,18
42,"WholeDisplay","Binding",4,0,4,18
42,"WholeDisplay","Binding",4,1,9,18
42,"WholeDisplay","Binding",6,0,4,18
42,"WholeDisplay","Binding",6,1,7,18
42,"WholeDisplay","Colour",4,0,5,18
42,"WholeDisplay","Colour",4,1,15,18
42,"WholeDisplay","Colour",6,0,5,18
42,"WholeDisplay","Colour",6,1,10,18
42,"WholeDisplay","Shape",4,0,8,18
42,"WholeDisplay","Shape",4,1,14,18
42,"WholeDisplay","Shape",6,0,0,18
42,"WholeDisplay","Shape",6,1,6,18
43,"SingleProbe","Binding",4,0,5,18
43,"SingleProbe","Binding",4,1,15,18
43,"SingleProbe","Binding",6,0,12,18
43,"SingleProbe","Binding",6,1,12,18
43,"SingleProbe","Colour",4,0,6,18
43,"SingleProbe","Colour",4,1,14,18
43,"SingleProbe","Colour",6,0,12,18
43,"SingleProbe","Colour",6,1,14,18
43,"SingleProbe","Shape",4,0,6,18
43,"SingleProbe","Shape",4,1,16,18
43,"SingleProbe","Shape",6,0,11,18
43,"SingleProbe","Shape",6,1,9,18
43,"WholeDisplay","Binding",4,0,5,18
43,"WholeDisplay","Binding",4,1,12,18
43,"WholeDisplay","Binding",6,0,4,18
43,"WholeDisplay","Binding",6,1,10,18
43,"WholeDisplay","Colour",4,0,3,18
43,"WholeDisplay","Colour",4,1,16,18
43,"WholeDisplay","Colour",6,0,3,18
43,"WholeDisplay","Colour",6,1,11,18
43,"WholeDisplay","Shape",4,0,5,18
43,"WholeDisplay","Shape",4,1,17,18
43,"WholeDisplay","Shape",6,0,5,18
43,"WholeDisplay","Shape",6,1,9,18
44,"SingleProbe","Binding",4,0,2,18
44,"SingleProbe","Binding",4,1,13,18
44,"SingleProbe","Binding",6,0,5,18
44,"SingleProbe","Binding",6,1,15,18
44,"SingleProbe","Colour",4,0,6,18
44,"SingleProbe","Colour",4,1,16,18
44,"SingleProbe","Colour",6,0,5,18
44,"SingleProbe","Colour",6,1,14,18
44,"SingleProbe","Shape",4,0,4,18
44,"SingleProbe","Shape",4,1,14,18
44,"SingleProbe","Shape",6,0,7,18
44,"SingleProbe","Shape",6,1,8,18
44,"WholeDisplay","Binding",4,0,6,18
44,"WholeDisplay","Binding",4,1,6,18
44,"WholeDisplay","Binding",6,0,4,18
44,"WholeDisplay","Binding",6,1,9,18
44,"WholeDisplay","Colour",4,0,2,18
44,"WholeDisplay","Colour",4,1,14,18
44,"WholeDisplay","Colour",6,0,4,18
44,"WholeDisplay","Colour",6,1,12,18
44,"WholeDisplay","Shape",4,0,4,18
44,"WholeDisplay","Shape",4,1,14,18
44,"WholeDisplay","Shape",6,0,4,18
44,"WholeDisplay","Shape",6,1,7,18
45,"SingleProbe","Binding",4,0,2,18
45,"SingleProbe","Binding",4,1,16,18
45,"SingleProbe","Binding",6,0,3,18
45,"SingleProbe","Binding",6,1,13,18
45,"SingleProbe","Colour",4,0,0,18
45,"SingleProbe","Colour",4,1,18,18
45,"SingleProbe","Colour",6,0,4,18
45,"SingleProbe","Colour",6,1,18,18
45,"SingleProbe","Shape",4,0,2,18
45,"SingleProbe","Shape",4,1,15,18
45,"SingleProbe","Shape",6,0,1,18
45,"SingleProbe","Shape",6,1,11,18
45,"WholeDisplay","Binding",4,0,0,18
45,"WholeDisplay","Binding",4,1,15,18
45,"WholeDisplay","Binding",6,0,2,18
45,"WholeDisplay","Binding",6,1,13,18
45,"WholeDisplay","Colour",4,0,0,18
45,"WholeDisplay","Colour",4,1,18,18
45,"WholeDisplay","Colour",6,0,0,18
45,"WholeDisplay","Colour",6,1,16,18
45,"WholeDisplay","Shape",4,0,3,18
45,"WholeDisplay","Shape",4,1,16,18
45,"WholeDisplay","Shape",6,0,1,18
45,"WholeDisplay","Shape",6,1,12,18
46,"SingleProbe","Binding",4,0,8,18
46,"SingleProbe","Binding",4,1,11,18
46,"SingleProbe","Binding",6,0,8,18
46,"SingleProbe","Binding",6,1,10,18
46,"SingleProbe","Colour",4,0,9,18
46,"SingleProbe","Colour",4,1,14,18
46,"SingleProbe","Colour",6,0,5,18
46,"SingleProbe","Colour",6,1,14,18
46,"SingleProbe","Shape",4,0,4,18
46,"SingleProbe","Shape",4,1,8,18
46,"SingleProbe","Shape",6,0,4,18
46,"SingleProbe","Shape",6,1,8,18
46,"WholeDisplay","Binding",4,0,4,18
46,"WholeDisplay","Binding",4,1,8,18
46,"WholeDisplay","Binding",6,0,2,18
46,"WholeDisplay","Binding",6,1,7,18
46,"WholeDisplay","Colour",4,0,1,18
46,"WholeDisplay","Colour",4,1,15,18
46,"WholeDisplay","Colour",6,0,3,18
46,"WholeDisplay","Colour",6,1,5,18
46,"WholeDisplay","Shape",4,0,3,18
46,"WholeDisplay","Shape",4,1,6,18
46,"WholeDisplay","Shape",6,0,7,18
46,"WholeDisplay","Shape",6,1,6,18
47,"SingleProbe","Binding",4,0,3,18
47,"SingleProbe","Binding",4,1,13,18
47,"SingleProbe","Binding",6,0,4,18
47,"SingleProbe","Binding",6,1,13,18
47,"SingleProbe","Colour",4,0,4,18
47,"SingleProbe","Colour",4,1,16,18
47,"SingleProbe","Colour",6,0,6,18
47,"SingleProbe","Colour",6,1,15,18
47,"SingleProbe","Shape",4,0,5,18
47,"SingleProbe","Shape",4,1,16,18
47,"SingleProbe","Shape",6,0,5,18
47,"SingleProbe","Shape",6,1,13,18
47,"WholeDisplay","Binding",4,0,0,18
47,"WholeDisplay","Binding",4,1,11,18
47,"WholeDisplay","Binding",6,0,4,18
47,"WholeDisplay","Binding",6,1,9,18
47,"WholeDisplay","Colour",4,0,1,18
47,"WholeDisplay","Colour",4,1,17,18
47,"WholeDisplay","Colour",6,0,6,18
47,"WholeDisplay","Colour",6,1,16,18
47,"WholeDisplay","Shape",4,0,5,18
47,"WholeDisplay","Shape",4,1,15,18
47,"WholeDisplay","Shape",6,0,2,18
47,"WholeDisplay","Shape",6,1,10,18
48,"SingleProbe","Binding",4,0,2,18
48,"SingleProbe","Binding",4,1,17,18
48,"SingleProbe","Binding",6,0,5,18
48,"SingleProbe","Binding",6,1,15,18
48,"SingleProbe","Colour",4,0,5,18
48,"SingleProbe","Colour",4,1,15,18
48,"SingleProbe","Colour",6,0,5,18
48,"SingleProbe","Colour",6,1,14,18
48,"SingleProbe","Shape",4,0,1,18
48,"SingleProbe","Shape",4,1,17,18
48,"SingleProbe","Shape",6,0,5,18
48,"SingleProbe","Shape",6,1,18,18
48,"WholeDisplay","Binding",4,0,4,18
48,"WholeDisplay","Binding",4,1,13,18
48,"WholeDisplay","Binding",6,0,4,18
48,"WholeDisplay","Binding",6,1,9,18
48,"WholeDisplay","Colour",4,0,1,18
48,"WholeDisplay","Colour",4,1,18,18
48,"WholeDisplay","Colour",6,0,2,18
48,"WholeDisplay","Colour",6,1,16,18
48,"WholeDisplay","Shape",4,0,2,18
48,"WholeDisplay","Shape",4,1,18,18
48,"WholeDisplay","Shape",6,0,4,18
48,"WholeDisplay","Shape",6,1,13,18
